name,weather,humidity,temp,speed,grnd_level,dt,hour
1037,Nāgothana,Clouds,90,299.74,4.41,1004,2024-07-26 13:45:37,13
1038,Nagpur,Haze,89,301.16,2.57,964,2024-07-26 13:45:37,13
1039,Nagpur,Haze,89,301.19,2.57,965,2024-07-26 13:45:39,13
1040,Naldurg,Clouds,87,296.1,6.84,941,2024-07-26 13:45:39,13
1041,Nampur,Clouds,74,299.19,8.8,940,2024-07-26 13:45:41,13
1042,Nāndgaon,Clouds,71,300.67,11.48,949,2024-07-26 13:45:41,13
1043,Nāndūra Buzurg,Clouds,85,299.44,5.98,971,2024-07-26 13:41:45,13
1044,Nāndūra Buzurg,Clouds,85,299.44,5.98,971,2024-07-26 13:45:42,13
1045,Nandurbar,Clouds,78,300.85,10.91,976,2024-07-26 13:45:42,13
1046,Narayangaon,Clouds,72,299.49,10.34,932,2024-07-26 13:45:43,13
1047,Narkhed,Rain,92,298.41,4.51,954,2024-07-26 13:45:44,13
1048,Nashik,Clouds,85,298.65,10.95,939,2024-07-26 13:45:44,13
1049,Nashik,Clouds,85,298.59,10.93,939,2024-07-26 13:45:44,13
1050,Navi Mumbai,Clouds,83,301.12,4.63,1002,2024-07-26 13:45:45,13
1051,Neral,Clouds,89,300.94,5.7,1000,2024-07-26 13:45:45,13
1052,Nerur,Clouds,42,307.18,8.38,993,2024-07-26 13:45:45,13
1053,Nevasa,Clouds,74,298.71,5.82,950,2024-07-26 13:45:45,13
1054,Nilanga,Clouds,88,295.93,6.95,938,2024-07-26 13:45:47,13
1055,Nipāni,Clouds,84,298.04,8.24,940,2024-07-26 13:45:47,13
1056,Niphad,Clouds,79,299.5,11.1,942,2024-07-26 13:45:48,13
1057,Osmanabad,Clouds,85,296.16,7.14,932,2024-07-26 13:45:49,13
1058,Ozar,Clouds,82,298.83,10.81,938,2024-07-26 13:45:49,13
1059,Pabal,Clouds,73,298.86,10.95,930,2024-07-26 13:45:49,13
1060,Pāchora,Clouds,71,301.99,7.67,972,2024-07-26 13:41:45,13
1061,Paithan,Clouds,77,300.97,5.3,952,2024-07-26 13:45:50,13
1062,Pālghar,Clouds,86,301.26,8.17,1002,2024-07-26 13:45:50,13
1063,Pānchgani,Clouds,87,291.82,5.15,868,2024-07-26 13:45:51,13
1064,Pandharpur,Clouds,81,297.62,8.26,955,2024-07-26 13:45:51,13
1065,Pandhurli,Clouds,86,298.32,10.2,939,2024-07-26 13:45:53,13
1066,Panhāla,Clouds,89,295.71,6.03,916,2024-07-26 13:45:53,13
1067,Panvel,Clouds,87,301.19,7.31,1004,2024-07-26 13:45:34,13
1068,Parbhani,Clouds,80,298.39,8.03,955,2024-07-26 13:45:53,13
1069,Parel,Clouds,85,300.82,7.79,1006,2024-07-26 13:45:54,13
1070,Parli Vaijnāth,Clouds,82,297.42,7.95,952,2024-07-26 13:41:52,13
1071,Parola,Clouds,67,302.42,8.66,972,2024-07-26 13:41:47,13
1072,Partūr,Clouds,79,298.33,6.78,953,2024-07-26 13:41:45,13
1073,Patan,Clouds,65,301.36,1.03,863,2024-07-26 13:45:55,13
1074,Pāthardi,Clouds,77,297.73,7.88,943,2024-07-26 13:45:58,13
1075,Pāthri,Clouds,80,297.82,7.57,954,2024-07-26 13:41:47,13
1076,Pātūr,Clouds,81,299.96,7.18,958,2024-07-26 13:45:59,13
1077,Paturda,Clouds,86,299.24,6.68,972,2024-07-26 13:45:59,13
1078,Pawni,Rain,88,299.48,5.99,972,2024-07-26 13:41:46,13
1079,Pawni,Rain,88,299.48,5.99,972,2024-07-26 13:41:46,13
1080,Pedgaon,Clouds,69,299.44,8.36,947,2024-07-26 13:46:02,13
1081,Pen,Clouds,88,301.17,6.14,1004,2024-07-26 13:46:04,13
1082,Phaltan,Clouds,79,296.99,6.05,942,2024-07-26 13:41:45,13
1083,Pimpalgaon Raja,Clouds,83,299.57,6.05,967,2024-07-26 13:46:06,13
1084,Pimpri,Clouds,78,298.45,9.2,942,2024-07-26 13:41:25,13
1085,Pimpri-Chinchwad,Clouds,79,298.12,7.59,942,2024-07-26 13:46:07,13
1086,Pīpri,Clouds,77,298.69,7.65,944,2024-07-26 13:41:47,13
1087,Powai,Clouds,83,300.92,5.14,998,2024-07-26 13:42:16,13
1088,Prakasha,Clouds,76,301.75,10.34,988,2024-07-26 13:46:08,13
1089,Pulgaon,Clouds,84,299.35,6.4,969,2024-07-26 13:46:08,13
1090,Pune,Clouds,79,298.32,7.33,944,2024-07-26 13:45:24,13
1091,Puntamba,Clouds,69,299.0,9.18,948,2024-07-26 13:46:09,13
1092,Pūrna,Clouds,82,298.1,7.55,959,2024-07-26 13:46:10,13
1093,Pusad,Clouds,82,299.44,8.41,965,2024-07-26 13:46:10,13
1094,Rahimatpur,Clouds,87,296.21,6.79,933,2024-07-26 13:46:11,13
1095,Rāhuri,Clouds,70,299.48,7.5,947,2024-07-26 13:41:45,13
1096,Raigarh,Clouds,78,302.26,5.79,972,2024-07-26 13:46:12,13
1097,Rājāpur,Clouds,55,308.33,2.56,982,2024-07-26 13:46:13,13
1098,Rājgurunagar,Clouds,76,298.33,8.92,936,2024-07-26 13:41:45,13
1099,Rājur,Rain,88,298.81,6.54,975,2024-07-26 13:46:13,13
1100,Rājūra,Rain,89,298.79,6.23,979,2024-07-26 13:46:13,13
1101,Rāmtek,Rain,90,300.57,4.17,954,2024-07-26 13:41:46,13
1102,Ratnagiri,Clouds,85,300.88,6.68,1005,2024-07-26 13:46:15,13
1103,Rāver,Clouds,86,299.05,4.68,972,2024-07-26 13:41:47,13
1104,Revadanda,Clouds,89,300.47,6.42,1003,2024-07-26 13:46:16,13
1105,Risod,Clouds,81,297.82,8.79,942,2024-07-26 13:41:45,13
1106,Roha,Clouds,90,299.85,4.29,1001,2024-07-26 13:41:45,13
1107,Selu,Clouds,84,297.5,6.6,955,2024-07-26 13:41:46,13
1108,Sakri,Rain,46,311.09,3.46,988,2024-07-26 13:46:32,13
1109,Sangameshwar,Clouds,85,300.79,4.36,1001,2024-07-26 13:46:33,13
1110,Sangamner,Clouds,72,299.43,8.26,942,2024-07-26 13:41:52,13
1111,Sangli,Clouds,82,298.32,8.84,945,2024-07-26 13:43:24,13
1112,Sāngola,Clouds,72,299.33,9.67,949,2024-07-26 13:46:07,13
1113,Saoli,Rain,91,298.7,5.39,977,2024-07-26 13:46:35,13
1114,Saoner,Rain,90,301.07,4.91,963,2024-07-26 13:46:35,13
1115,Sarangkheda,Clouds,73,302.45,11.03,986,2024-07-26 13:46:35,13
1116,Saswad,Clouds,82,296.38,7.57,920,2024-07-26 13:46:35,13
1117,Satānā,Clouds,78,298.53,8.61,941,2024-07-26 13:46:03,13
1118,Satara,Clouds,80,297.67,7.88,926,2024-07-26 13:44:15,13
1119,Satara,Clouds,76,298.3,8.62,942,2024-07-26 13:46:36,13
1120,Sāvantvādi,Clouds,84,299.5,5.56,986,2024-07-26 13:46:02,13
1121,Sāvda,Clouds,87,299.15,5.93,976,2024-07-26 13:44:33,13
1122,Selu,Clouds,82,297.16,7.17,956,2024-07-26 13:41:59,13
1123,Sevagram,Rain,87,299.31,5.65,971,2024-07-26 13:46:40,13
1124,Shāhāda,Clouds,75,302.16,9.56,986,2024-07-26 13:41:47,13
1125,Shāhāpur,Clouds,87,300.53,5.57,998,2024-07-26 13:45:04,13
1126,Shegaon,Clouds,84,299.54,6.23,969,2024-07-26 13:46:43,13
1127,Shikrapur,Clouds,73,298.98,10.51,941,2024-07-26 13:46:43,13
1128,Shiraguppi,Clouds,77,299.21,9.58,945,2024-07-26 13:46:44,13
1129,Shirdi,Clouds,75,299.26,8.51,946,2024-07-26 13:46:45,13
1130,Shirgaon,Clouds,86,301.37,8.49,1003,2024-07-26 13:46:45,13
1131,Shirol,Clouds,80,298.68,9.08,945,2024-07-26 13:46:45,13
1132,Shirpur,Clouds,74,302.24,9.93,982,2024-07-26 13:44:04,13
1133,Shirud,Clouds,74,301.14,1.03,1009,2024-07-26 13:46:46,13
1134,Shirwal,Clouds,81,296.78,6.65,938,2024-07-26 13:44:04,13
1135,Shivaji Nagar,Clouds,79,298.29,7.37,943,2024-07-26 13:46:46,13
1136,Shrīgonda,Clouds,71,298.84,8.48,942,2024-07-26 13:41:47,13
1137,Sillod,Clouds,74,299.12,9.98,935,2024-07-26 13:44:03,13
1138,Sindi,Rain,88,301.64,5.8,973,2024-07-26 13:44:02,13
1139,Sindkheda,Clouds,70,302.7,10.94,982,2024-07-26 13:46:48,13
1140,Sennar,Clouds,62,302.23,8.04,962,2024-07-26 13:46:48,13
1141,Sirūr,Clouds,71,299.33,10.29,943,2024-07-26 13:46:49,13
1142,Solapur,Clouds,85,297.02,6.14,953,2024-07-26 13:45:00,13
1143,Sonala,Clouds,84,296.94,7.69,943,2024-07-26 13:46:50,13
1144,Sonegaon,Rain,85,299.09,5.4,971,2024-07-26 13:43:02,13
1145,Songir,Clouds,79,300.91,10.84,973,2024-07-26 13:46:51,13
1146,Sonvad,Clouds,74,302.15,10.54,983,2024-07-26 13:46:51,13
1147,Soygaon,Clouds,75,300.73,7.65,960,2024-07-26 13:46:51,13
1148,Srīvardhan,Clouds,87,300.74,6.58,1004,2024-07-26 13:46:51,13
1149,Surgāna,Clouds,86,297.56,6.05,942,2024-07-26 13:46:52,13
1150,Talegaon Dābhāde,Clouds,83,297.77,9.2,937,2024-07-26 13:46:53,13
1151,Talegaon Dhamdhere,Clouds,72,299.02,10.27,942,2024-07-26 13:46:54,13
1152,Taloda,Clouds,80,301.49,8.36,987,2024-07-26 13:46:54,13
1153,Tārāpur,Clouds,86,301.09,8.63,1001,2024-07-26 13:46:56,13
1154,Tāsgaon,Clouds,83,298.13,9.12,942,2024-07-26 13:46:57,13
1155,Telhāra,Clouds,87,298.85,6.8,969,2024-07-26 13:46:57,13
1156,Thalner,Clouds,73,302.25,9.93,983,2024-07-26 13:46:57,13
1157,Thāne,Clouds,83,301.1,4.63,1002,2024-07-26 13:46:31,13
1158,Trimbak,Clouds,91,295.78,8.89,914,2024-07-26 13:46:59,13
1159,Tuljāpur,Clouds,84,296.33,7.04,934,2024-07-26 13:47:00,13
1160,Tumsar,Rain,91,299.18,4.38,967,2024-07-26 13:47:00,13
1161,Udgīr,Clouds,85,296.09,7.63,933,2024-07-26 13:47:00,13
1162,Ulhasnagar,Clouds,86,301.15,6.16,1003,2024-07-26 13:47:01,13
1163,Umarga,Clouds,88,295.93,7.34,942,2024-07-26 13:47:02,13
1164,Umarkhed,Clouds,88,297.38,7.88,955,2024-07-26 13:47:02,13
1165,Umred,Rain,89,301.31,5.94,967,2024-07-26 13:47:02,13
1166,Uran,Clouds,87,301.13,7.91,1003,2024-07-26 13:47:03,13
1167,Uruli Kanchan,Clouds,71,298.69,8.83,943,2024-07-26 13:47:04,13
1168,Wageningen,Clouds,94,291.89,4.12,1007,2024-07-26 13:47:04,13
1169,Vadgaon,Clouds,68,302.18,9.05,975,2024-07-26 13:47:04,13
1170,Vaijāpur,Clouds,71,300.49,10.94,945,2024-07-26 13:47:06,13
1171,Vairag,Clouds,81,297.59,7.21,948,2024-07-26 13:47:06,13
1172,Valsang,Clouds,88,296.16,6.83,951,2024-07-26 13:47:07,13
1173,Varangaon,Clouds,85,299.44,6.45,976,2024-07-26 13:47:08,13
1174,Vashi,Clouds,83,301.16,4.63,1003,2024-07-26 13:47:08,13
1175,Vasind,Clouds,87,300.61,5.44,1000,2024-07-26 13:47:08,13
1176,Vatul,Clouds,79,301.45,9.88,985,2024-07-26 13:47:09,13
1177,Vengurla,Clouds,82,300.53,8.21,998,2024-07-26 13:47:10,13
1178,Vinchur,Clouds,78,299.4,11.17,938,2024-07-26 13:47:12,13
1179,Virār,Clouds,85,302.16,7.72,1003,2024-07-26 13:47:12,13
1180,Vite,Clouds,80,297.54,9.17,928,2024-07-26 13:47:13,13
1181,Wadala,Clouds,83,301.18,4.63,1003,2024-07-26 13:47:13,13
1182,Wadgaon,Clouds,85,297.43,9.03,936,2024-07-26 13:47:14,13
1183,Wadner,Rain,85,299.75,5.96,974,2024-07-26 13:47:14,13
1184,Wagholi,Clouds,74,298.55,9.44,940,2024-07-26 13:47:15,13
1185,Wai,Clouds,85,295.79,5.31,927,2024-07-26 13:47:15,13
1186,Wakad,Clouds,79,298.27,9.05,941,2024-07-26 13:47:16,13
1187,Walgaon,Clouds,90,298.59,7.15,965,2024-07-26 13:47:17,13
1188,Walki,Clouds,74,298.49,9.35,934,2024-07-26 13:47:17,13
1189,Wani,Rain,88,298.73,6.65,976,2024-07-26 13:47:17,13
1190,Wardha,Rain,87,299.15,5.59,968,2024-07-26 13:47:17,13
1191,Warora,Rain,88,298.86,6.0,977,2024-07-26 13:47:18,13
1192,Warud,Clouds,92,298.33,3.48,955,2024-07-26 13:47:18,13
1193,Wāshīm,Clouds,82,298.57,8.71,941,2024-07-26 13:47:18,13
1194,Yāval,Clouds,86,299.49,6.2,976,2024-07-26 13:47:19,13
1195,Yavatmal,Rain,85,298.9,6.49,951,2024-07-26 13:47:19,13
1196,Yeola,Clouds,74,300.14,11.74,942,2024-07-26 13:47:19,13
1197,Achalpur,Clouds,91,298.24,4.68,953,2024-07-26 14:07:02,14
1198,Aheri,Clouds,93,298.36,3.73,980,2024-07-26 14:07:05,14
1199,Ahmadpur,Clouds,85,296.53,7.25,944,2024-07-26 14:07:05,14
1200,Ahmednagar,Clouds,67,300.33,11.07,927,2024-07-26 14:07:07,14
1201,Airoli,Clouds,83,301.16,4.63,999,2024-07-26 14:07:07,14
1202,Ajara,Clouds,72,297.65,1.16,850,2024-07-26 14:07:08,14
1203,Akalkot,Clouds,86,296.73,6.54,951,2024-07-26 14:07:09,14
1204,Akola,Clouds,82,300.14,7.32,968,2024-07-26 14:06:35,14
1205,Akot,Clouds,86,299.12,6.6,957,2024-07-26 14:07:12,14
1206,Alandi,Clouds,74,299.5,10.9,935,2024-07-26 14:07:14,14
1207,Ale,Clear,18,303.47,2.79,844,2024-07-26 14:07:14,14
1208,Alibag,Clouds,86,301.19,7.84,1001,2024-07-26 14:07:15,14
1209,Allāpalli,Clouds,93,298.32,3.51,979,2024-07-26 14:07:16,14
1210,Amalner,Clouds,68,302.77,9.53,977,2024-07-26 14:07:17,14
1211,Ambarnath,Clouds,85,300.93,6.1,998,2024-07-26 14:07:17,14
1212,Ambad,Clouds,67,300.45,8.59,949,2024-07-26 14:07:18,14
1213,Ambajogai,Clouds,81,297.0,8.81,935,2024-07-26 14:07:18,14
1214,Ambernath,Clouds,85,301.03,6.09,998,2024-07-26 14:07:20,14
1215,Amgaon,Clouds,78,302.12,5.7,958,2024-07-26 14:07:20,14
1216,Amrāvati,Clouds,90,298.28,7.34,961,2024-07-26 14:03:29,14
1217,Andheri,Clouds,71,303.92,1.62,839,2024-07-26 14:05:18,14
1218,Andura,Clouds,85,299.51,7.12,971,2024-07-26 14:07:22,14
1219,Anjangaon,Clouds,87,298.74,5.71,955,2024-07-26 14:07:23,14
1220,Anshing,Clouds,75,300.51,10.42,944,2024-07-26 14:07:24,14
1221,Arag,Clouds,75,299.31,10.56,940,2024-07-26 14:07:24,14
1222,Ārangaon,Clouds,76,297.71,7.92,937,2024-07-26 14:07:25,14
1223,Artist Village,Clouds,83,301.05,4.63,1001,2024-07-26 14:07:27,14
1224,Ārvi,Clouds,90,298.6,6.92,961,2024-07-26 14:07:27,14
1225,Ashta,Rain,81,301.29,5.71,942,2024-07-26 14:07:29,14
1226,Ashti,Clouds,75,299.25,7.76,953,2024-07-26 14:07:29,14
1227,Asoda,Clouds,79,300.48,7.17,975,2024-07-26 14:07:30,14
1228,Astagaon,Clouds,73,299.56,7.83,944,2024-07-26 14:07:32,14
1229,Aurangabad,Haze,83,300.2,4.63,934,2024-07-26 14:07:33,14
1230,Vic,Clear,86,295.66,0.21,937,2024-07-26 14:07:33,14
1231,Badlapur,Clouds,87,301.04,5.83,996,2024-07-26 14:07:34,14
1232,Badnapur,Clouds,73,300.57,8.56,940,2024-07-26 14:07:34,14
1233,Badnera,Clouds,90,298.33,7.32,962,2024-07-26 14:07:35,14
1234,Bagewadi,Clouds,67,300.31,11.07,941,2024-07-26 14:07:35,14
1235,Bālāpur,Clouds,78,300.92,7.21,966,2024-07-26 14:07:36,14
1236,Ballarpur,Rain,87,299.61,7.0,975,2024-07-26 14:07:37,14
1237,Ballarpur,Rain,87,299.61,7.0,975,2024-07-26 14:07:37,14
1238,Bārāmati,Clouds,73,298.07,7.76,941,2024-07-26 14:07:41,14
1239,Bārsi,Clouds,73,298.98,9.33,944,2024-07-26 14:07:42,14
1240,Basmat,Clouds,86,300.08,6.28,958,2024-07-26 14:07:42,14
1241,Bavdhan,Clouds,75,298.43,9.01,930,2024-07-26 14:07:43,14
1242,Bawanbir,Clouds,86,298.9,6.46,958,2024-07-26 14:07:43,14
1243,Beed,Clouds,89,297.23,6.35,934,2024-07-26 14:07:45,14
1244,Bhandāra,Rain,83,300.78,6.84,968,2024-07-26 14:04:12,14
1245,Bhigvan,Clouds,68,299.35,10.03,944,2024-07-26 14:07:49,14
1246,Bhiwandi,Clouds,84,301.07,5.99,997,2024-07-26 14:07:50,14
1247,Bhiwapur,Rain,89,299.07,6.17,968,2024-07-26 14:07:50,14
1248,Bhokar,Clouds,90,299.64,7.94,953,2024-07-26 14:07:52,14
1249,Bhokardan,Clouds,75,299.84,9.44,934,2024-07-26 14:07:53,14
1250,Bhoom,Clouds,81,297.15,8.23,936,2024-07-26 14:07:53,14
1251,Bhor,Clouds,84,296.93,6.39,912,2024-07-26 14:07:54,14
1252,Bhudgaon,Clouds,81,298.86,9.73,941,2024-07-26 14:07:54,14
1253,Bhusāval,Clouds,82,299.96,6.52,973,2024-07-26 14:07:55,14
1254,Bijur,Clear,23,295.03,2.84,631,2024-07-26 14:07:56,14
1255,Bilashi,Clear,36,300.19,3.12,990,2024-07-26 14:07:57,14
1256,Biloli,Clouds,91,296.33,7.5,961,2024-07-26 14:07:57,14
1257,Boisar,Clouds,87,300.76,8.8,1000,2024-07-26 14:07:59,14
1258,Borgaon Manju,Clouds,83,299.86,7.2,967,2024-07-26 14:07:59,14
1259,Borivali,Mist,84,302.05,4.63,1001,2024-07-26 14:08:00,14
1260,Breach Candy,Mist,84,302.09,4.63,1003,2024-07-26 14:08:02,14
1261,Buldāna,Clouds,81,297.88,6.46,941,2024-07-26 14:08:03,14
1262,Chākan,Clouds,77,299.16,10.92,934,2024-07-26 14:08:05,14
1263,Chalisgaon,Clouds,61,302.8,10.75,959,2024-07-26 14:08:06,14
1264,Chānda,Rain,89,298.77,6.51,976,2024-07-26 14:08:06,14
1265,Chandgad,Clouds,95,298.53,4.86,930,2024-07-26 14:08:07,14
1266,Chāndor,Clouds,79,296.81,10.46,930,2024-07-26 14:08:08,14
1267,Chānda,Rain,89,298.77,6.51,976,2024-07-26 14:08:08,14
1268,Chāndur,Clouds,82,300.32,8.55,970,2024-07-26 14:08:09,14
1269,Chāndūr Bāzār,Clouds,92,298.19,5.45,956,2024-07-26 14:08:09,14
1270,Chicholi,Clouds,92,298.87,3.92,963,2024-07-26 14:08:11,14
1271,Chinchani,Clouds,87,300.7,9.21,1000,2024-07-26 14:08:14,14
1272,Chinchpokli,Clouds,83,301.16,4.63,1003,2024-07-26 14:08:15,14
1273,Chiplūn,Clouds,79,301.96,4.47,985,2024-07-26 14:08:15,14
1274,Chopda,Clouds,78,301.29,8.78,973,2024-07-26 14:08:16,14
1275,Dābhol,Clouds,82,301.28,7.18,995,2024-07-26 14:08:17,14
1276,Dāhānu,Clouds,88,300.62,9.03,999,2024-07-26 14:08:18,14
1277,Dapoli,Clouds,83,300.56,6.69,992,2024-07-26 14:08:19,14
1278,Dārwha,Clouds,78,300.9,8.08,959,2024-07-26 14:08:19,14
1279,Daryāpur,Clouds,87,298.74,7.29,969,2024-07-26 14:08:20,14
1280,Dattāpur,Rain,89,298.57,6.65,967,2024-07-26 14:08:20,14
1281,Daulatabad,Clouds,72,300.05,10.44,936,2024-07-26 14:08:21,14
1282,Daund,Clouds,67,299.6,8.76,943,2024-07-26 14:08:22,14
1283,Deccan Gymkhana,Clouds,74,298.93,9.2,931,2024-07-26 14:08:22,14
1284,Dehu,Clouds,81,298.72,9.93,933,2024-07-26 14:08:24,14
1285,Deolāli,Clouds,84,298.92,11.42,931,2024-07-26 14:08:24,14
1286,Deoli,Clouds,68,304.24,4.51,959,2024-07-26 14:08:25,14
1287,Deūlgaon Rāja,Clouds,76,298.65,8.56,939,2024-07-26 14:08:27,14
1288,Dharangaon,Clouds,71,302.17,8.82,976,2024-07-26 14:08:28,14
1289,Dharmābād,Clouds,90,296.95,7.94,961,2024-07-26 14:08:31,14
1290,Dhārūr,Clouds,84,295.95,8.97,931,2024-07-26 14:08:32,14
1291,Dhule,Clouds,67,302.25,9.61,965,2024-07-26 14:08:34,14
1292,Dhule,Clouds,67,302.25,9.61,965,2024-07-26 14:08:34,14
1293,Dīglūr,Clouds,92,296.2,7.19,960,2024-07-26 14:08:35,14
1294,Digras,Clouds,76,300.92,8.39,959,2024-07-26 14:08:36,14
1295,Dombivali,Clouds,84,301.12,6.35,999,2024-07-26 14:08:37,14
1296,Dondaicha,Clouds,69,303.48,12.83,979,2024-07-26 14:08:38,14
1297,Dudhani,Clouds,90,296.17,4.88,954,2024-07-26 14:08:39,14
1298,Durgapur,Haze,66,308.31,4.12,983,2024-07-26 14:08:39,14
1299,Erandol,Clouds,69,302.46,8.35,975,2024-07-26 14:08:40,14
1300,Faizpur,Clouds,85,299.46,6.03,968,2024-07-26 14:08:40,14
1301,Fort,Clouds,96,291.54,5.15,1007,2024-07-26 14:08:42,14
1302,Gadhinglaj,Clouds,85,297.38,7.39,928,2024-07-26 14:08:43,14
1303,Gangākher,Clouds,73,299.89,9.15,956,2024-07-26 14:08:44,14
1304,Gangāpur,Clouds,53,308.3,3.81,965,2024-07-26 14:08:45,14
1305,Gevrai,Clouds,78,298.13,6.77,950,2024-07-26 14:08:46,14
1306,Ghargaon,Clouds,75,298.21,9.76,935,2024-07-26 14:08:46,14
1307,Ghātanji,Clouds,86,299.15,6.84,964,2024-07-26 14:08:47,14
1308,Ghoti Budrukh,Clouds,91,297.09,8.82,939,2024-07-26 14:08:48,14
1309,Ghugus,Rain,86,299.16,7.68,976,2024-07-26 14:08:48,14
1310,Girgaon,Clouds,85,297.22,7.39,938,2024-07-26 14:08:49,14
1311,Gondiā,Rain,89,299.61,5.58,963,2024-07-26 14:08:49,14
1312,Gorai,Clouds,67,306.18,6.71,992,2024-07-26 14:08:50,14
1313,Goregaon,Clouds,87,300.22,4.95,987,2024-07-26 14:08:50,14
1314,Guhāgar,Clouds,81,301.12,6.78,994,2024-07-26 14:09:02,14
1315,Hadgāon,Clouds,84,298.43,8.96,954,2024-07-26 14:09:08,14
1316,Harnai,Clear,43,307.59,3.16,873,2024-07-26 14:09:10,14
1317,Hinganghāt,Rain,88,299.28,5.56,973,2024-07-26 14:09:11,14
1318,Hingoli,Clouds,83,298.12,8.1,948,2024-07-26 14:09:12,14
1319,Hīrāpur Hamesha,Rain,93,298.5,3.92,963,2024-07-26 14:09:13,14
1320,Hīrāpur Hamesha,Rain,93,298.5,3.92,963,2024-07-26 14:09:13,14
1321,Ichalkaranji,Clouds,79,299.04,9.25,942,2024-07-26 14:09:16,14
1322,Igatpuri,Clouds,91,296.68,8.39,947,2024-07-26 14:09:16,14
1323,Indāpur,Clouds,87,299.92,5.09,990,2024-07-26 14:09:17,14
1324,Jaisingpur,Clouds,79,299.27,9.75,942,2024-07-26 14:09:17,14
1325,Jalgaon,Clouds,78,300.68,7.3,976,2024-07-26 14:09:19,14
1326,Jalgaon Jamod,Clouds,88,298.79,6.29,963,2024-07-26 14:09:21,14
1327,Jalkot,Clear,42,300.82,3.92,755,2024-07-26 14:09:21,14
1328,Jālna,Clouds,72,299.74,8.44,944,2024-07-26 14:09:22,14
1329,Jamkhed,Clouds,78,296.97,7.99,933,2024-07-26 14:09:22,14
1330,Giohar,Clouds,52,302.24,8.26,1002,2024-07-26 14:09:26,14
1331,Jaysingpur,Clouds,79,299.35,9.8,942,2024-07-26 14:09:27,14
1332,Jejūri,Clouds,78,296.37,7.9,929,2024-07-26 14:09:27,14
1333,Jintūr,Clouds,80,298.25,7.14,952,2024-07-26 14:09:28,14
1334,Juhu,Clouds,83,301.2,4.63,1000,2024-07-26 14:09:29,14
1335,Junnar,Clouds,81,298.68,9.7,917,2024-07-26 14:09:30,14
1336,Kadegaon,Clouds,83,297.05,6.41,933,2024-07-26 14:09:31,14
1337,Kadus,Clouds,84,297.93,10.05,923,2024-07-26 14:09:31,14
1338,Kāgal,Clouds,82,298.36,8.29,941,2024-07-26 14:09:32,14
1339,Kaij,Clouds,85,296.18,8.76,926,2024-07-26 14:09:32,14
1340,Kalamb,Clouds,76,299.37,10.79,923,2024-07-26 14:09:33,14
1341,Kalamboli,Clouds,86,301.18,7.1,1000,2024-07-26 14:09:34,14
1342,Kalamnūri,Clouds,83,298.14,8.8,949,2024-07-26 14:09:34,14
1343,Kalas,Clouds,69,298.87,9.46,945,2024-07-26 14:09:35,14
1344,Kalmeshwar,Clouds,87,300.94,6.63,958,2024-07-26 14:09:36,14
1345,Kālundri,Clouds,87,301.15,6.79,999,2024-07-26 14:09:36,14
1346,Kalyān,Clouds,84,301.12,6.02,998,2024-07-26 14:09:37,14
1347,Kalyani Nagar,Clouds,70,299.9,9.94,933,2024-07-26 14:09:37,14
1348,Kamargaon,Clouds,95,295.65,3.96,937,2024-07-26 14:09:38,14
1349,Kamptee,Rain,86,301.32,6.0,965,2024-07-26 14:09:39,14
1350,Kāndri,Clouds,89,300.91,4.91,961,2024-07-26 14:09:40,14
1351,Kankauli,Clouds,79,301.61,5.92,995,2024-07-26 14:09:40,14
1352,Kannad,Clouds,72,299.84,9.89,931,2024-07-26 14:09:42,14
1353,Karad,Clouds,85,297.49,5.04,931,2024-07-26 14:05:42,14
1354,Karajagi,Clouds,83,297.43,4.58,955,2024-07-26 14:09:43,14
1355,Kāranja,Clouds,80,300.33,8.17,955,2024-07-26 14:09:45,14
1356,Karjat,Clouds,92,299.22,4.34,977,2024-07-26 14:09:47,14
1357,Karmāla,Clouds,72,298.39,8.31,942,2024-07-26 14:09:48,14
1358,Kasara,Clouds,88,298.69,7.11,968,2024-07-26 14:09:50,14
1359,Kati,Rain,93,295.21,2.34,965,2024-07-26 14:09:51,14
1360,Kātol,Rain,95,297.94,6.06,948,2024-07-26 14:09:52,14
1361,Khadki,Clouds,71,299.72,9.81,933,2024-07-26 14:09:54,14
1362,Khalapur,Clouds,91,299.9,4.77,983,2024-07-26 14:09:54,14
1363,Khāmgaon,Clouds,80,300.29,6.91,964,2024-07-26 14:09:56,14
1364,Khānāpur,Clouds,82,298.94,7.68,927,2024-07-26 14:09:56,14
1365,Khandala,Clouds,76,296.57,4.53,920,2024-07-26 14:09:57,14
1366,Khāpa,Clouds,90,301.12,4.74,958,2024-07-26 14:09:58,14
1367,Kharakvasla,Clouds,79,297.71,7.86,926,2024-07-26 14:09:58,14
1368,Kharda,Clouds,86,296.77,7.75,944,2024-07-26 14:09:59,14
1369,Kharghar,Clouds,86,301.14,7.28,1000,2024-07-26 14:09:59,14
1370,Khed,Clouds,83,301.25,4.73,985,2024-07-26 14:10:01,14
1371,Khetia,Clouds,74,302.32,7.11,961,2024-07-26 14:10:02,14
1372,Khoni,Clear,57,300.7,1.03,990,2024-07-26 14:10:03,14
1373,Khopoli,Clouds,93,299.36,4.78,969,2024-07-26 14:10:04,14
1374,Khuldābād,Clouds,72,298.66,10.68,930,2024-07-26 14:10:05,14
1375,Kinwat,Rain,88,298.15,8.01,957,2024-07-26 14:10:05,14
